"","colid","colname","colpop"
"396","7eQZTqEMozBcuSubfu52i4","The Knife","56"
"397","2M45qKMZX16QUyOiKyluI0","Glasser","40"
"398","6VJZYivuYJGCrPuOAnI7Qo","ANOHNI","49"
"399","4fxp616ALtFWnXfwxnjLzW","Antony and the Johnsons","53"
"400","4zrFO6P7G6EZry0pfxMfKT","Wild Beasts","52"
"401","41SQP16hv1TioVYqdckmxT","Real Estate","65"
"402","2Jv5eshHtLycR6R8KQCdc4","Grizzly Bear","66"
"403","38zTZcuN7nFvVJ6auhc6V3","Deerhunter","57"
"404","4OrizGCKhOrW6iDDJHN9xd","DIIV","58"
"405","1bwUhKRmEkOZ1wuTnV9XjC","Beach Fossils","63"
"406","6NrkINd80slV25wkBu9mEB","Wild Nothing","56"
"407","4kwxTgCKMipBKhSnEstNKj","Animal Collective","59"
"408","5uTJLo3c4ZHpH8oEwGxYUN","Lower Dens","48"
"409","5juOkIIy18sFw9L30syt1Z","Washed Out","62"
"410","1Z2KInfSmPOzAIYyiaXeti","Youth Lagoon","57"
"411","5VF0YkVLeVD4ytyiyVSIiF","Dirty Projectors","58"
"412","1S0vL284jxZYKtZQ2jsQ2X","Melody's Echo Chamber","52"
"413","5hAhrnb0Ch4ODwWu4tsbpi","Yo La Tengo","61"
"414","1ybAN3utgdoUL1MUCtH4QM","Tennis","58"
"415","1R84VlXnFFULOsWWV8IrCQ","Panda Bear","55"
"416","6eO95BjZhrWHREMfwC4vVN","Girls","48"
"417","3kGhAL9j1WyNjNkWTRQd8T","Atlas Sound","43"
"418","3kzwYV3OCB010YfXMF0Avt","Alvvays","54"
"419","1LeVJ5GPeYDOVUjxx1y7Rp","Unknown Mortal Orchestra","64"
"420","5o8Wylae9k23IEJMIiwd8s","The Antlers","54"
"421","6Mo9PoU6svvhgEum7wh2Nd","Public Enemy","58"
"422","3CQIn7N5CuRDP8wEI7FiDA","Run–D.M.C.","63"
"423","6jHG1YQkqgojdEzerwvrVv","Eric B. & Rakim","54"
"424","6wFId9Jhuf9AKVzWboOj2B","Jurassic 5","59"
"425","0AuW7OCyKfFrsMbtHrYgIV","House Of Pain","61"
"426","4P0dddbxPil35MNN9G2MEX","Cypress Hill","67"
"427","09hVIj6vWgoCDtT03h8ZCa","A Tribe Called Quest","71"
"428","7yk35uHNQclPXFGFoTU44w","The Pharcyde","59"
"429","1Z8ODXyhEBi3WynYw0Rya6","De La Soul","65"
"430","0YsLR3SQd5QTXAhGIGX7cl","Del The Funky Homosapien","56"
"431","2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine","73"
"432","3vbKDsSS70ZX9D2OcvbZmS","Beck","69"
"433","02NfyD6AlLA12crYzw5YcR","Jane's Addiction","59"
"434","0gqIrDRL7CEPBWMmkuZPdQ","Digable Planets","54"
"435","0eGh2jSWPBX5GuqIHoZJZG","Ice-T","48"
"436","50NoVNy9GU1lCrDV8iGpyu","Ol' Dirty Bastard","62"
"437","4Otx4bRLSfpah5kX8hdgDC","Naughty By Nature","59"
"438","64mPnRMMeudAet0E62ypkx","Primus","59"
"439","58Dx4HPzeOO3dbpD9YYEes","2 LIVE CREW","49"
"440","3TQ9JTBI2n2hfo7aRONEYV","Sir Mix-A-Lot","56"
"441","4EVpmkEwrLYEg6jIsiPMIb","Fleet Foxes","69"
"442","4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","69"
"443","4uSftVc3FPWe6RJuMZNEe9","Andrew Bird","61"
"444","0hk8VgR64voU5ueK96W2DI","DeVotchKa","44"
"445","2cCUtGK9sDU2EoElnk0GNB","The National","71"
"446","1YZEoYFXx4AxVv13OiOPvZ","Devendra Banhart","65"
"447","2Jv5eshHtLycR6R8KQCdc4","Grizzly Bear","66"
"448","2BpAc5eK7Rz5GAwSp9UYXa","The Tallest Man On Earth","64"
"449","6nXSnNEdLuKTzAQozRtqiI","M. Ward","55"
"450","10tysauSA5JATqniBDu2Ed","The Dodos","43"
"451","1jSaZgaKHmgc7VTgML528r","Clap Your Hands Say Yeah","52"
"452","4I2BJf80C0skQpp1sQmA0h","Belle & Sebastian","61"
"453","5o8Wylae9k23IEJMIiwd8s","The Antlers","54"
"454","41AbNVba2ccpmcc9QtOJE7","Kings of Convenience","62"
"455","4M5nCE77Qaxayuhp3fVn4V","Iron & Wine","70"
"456","0aLsJXIaJ6MMCZIzaGpMaX","Little Joy","48"
"457","57kIMCLPgkzQlXjblX7XXP","Phosphorescent","57"
"458","7lOJ7WXyopaxri0dbOiZkd","Broken Social Scene","59"
"459","7ITd48RbLVpUfheE7B86o2","The Decemberists","59"
"460","56ZTgzPBDge0OvCGgMO3OY","Beach House","67"
"461","5gInJ5P5gQnOKPM3SUEVFt","Camera Obscura","49"
"462","6RWjTQqILL7a1tQ0VapyLK","The Magnetic Fields","56"
"463","4zTWoo52TNONUpCUJPi99f","God Help The Girl","42"
"464","7tzI4rSFTHafjF18ZrNZWx","Jens Lekman","52"
"465","2Sp19cOHSqAUlE64hekARW","Teenage Fanclub","47"
"466","5hAhrnb0Ch4ODwWu4tsbpi","Yo La Tengo","61"
"467","5xeBMeW0YzWIXSVzAxhM8O","of Montreal","56"
"468","1jSaZgaKHmgc7VTgML528r","Clap Your Hands Say Yeah","52"
"469","3Rj0tDHoX7C5NFq5DKIpHt","Stereolab","52"
"470","4mO4aGO6u29UyR6XLZR9XW","The New Pornographers","55"
"471","3xZBpeXHkSjTKQIR1OeKN0","The Clientele","44"
"472","3inCNiUr4R6XQ3W43s9Aqi","Pavement","58"
"473","3W4xM5XYtUp4ifYYPVKVdk","Grandaddy","53"
"474","22ojy4H4ZVpowC4lRRC8In","Destroyer","49"
"475","7lOJ7WXyopaxri0dbOiZkd","Broken Social Scene","59"
"476","244fcyNSuyhbRlMGfMbYrO","Badly Drawn Boy","48"
"477","6DKmuXxXASTF6xaJwcTfjv","Spiritualized","50"
"478","3zmmBJseZelpVEHj8S6Dek","The Pains Of Being Pure At Heart","44"
"479","6guTJsgPymDUVfqDJyz5UG","Galaxie 500","48"
"480","4oV5EVJ0XFWsJKoOvdRPvl","Guided By Voices","51"
"481","7GiiIIjUWGocnUGoOISAUN","Show Of Hands","33"
"482","71Ulu4qwOfb5ks2kMTJhkc","Spiers & Boden","14"
"483","1RwWmRFTkxTaJcEbgqid3Z","Seth Lakeman","36"
"484","3ZSRiAJKs42ymp2KYA80Qh","Eliza Carthy","28"
"485","6563Q8dHbDSq4DICGhel0d","The Imagined Village","25"
"486","3BApgOPiuES6zVJ78mKNGo","Jon Boden","39"
"487","00baC9BEnC6lhOdSF6dYC8","Jim Moray","22"
"488","0OVmlkSIEwFrxday9yyb91","Bella Hardy","25"
"489","5WS3dnCZR6MuN6m3dTMuwF","Karine Polwart","29"
"490","13wsJcc3ZMixzCEVH3Wuyt","Jackie Oates","23"
"491","14T0l4AeAGbmAZjpQNdcqk","Kris Drever","30"
"492","1BuUb23HHRYDgvSLnllUJS","Lau","29"
"493","4qEwU3zQyCd1JkSJisFUuY","Megson","18"
"494","4qL0mXWhInJHho86HqOEn7","Oysterband","30"
"495","5nUScDmyGIvoX7ol79YnBQ","Martin Simpson","33"
"496","3Cf7jFBOVBRDTvFUxGAJgF","Kate Rusby","38"
"497","5e7Nvd2I25hvXiAWgXNyPB","Blackbeard's Tea Party","18"
"498","3ThpOWfEe64K79Zo34fuGp","The Full English","13"
"499","4jfwVcXoNnfnU8xQBlSWn0","Martin Carthy","25"
"500","4OrrjMGltjy6ojX6034f8u","Steeleye Span","37"
"501","7FDlvgcodNfC0IBdWevl4u","James Vincent McMorrow","70"
"502","7D5oTJSXSHf51auG0106CQ","Benjamin Francis Leftwich","66"
"503","41FEVJCBGidsJwbjq0KfgM","William Fitzsimmons","62"
"504","2uvY5pgdD9t1CZ5zMNw1rl","Lucy Rose","68"
"505","5sXaGoRLSpd7VeyZrLkKwt","Gregory Alan Isakov","66"
"506","4bUqnkrDrb4f7rqmDR9yDu","Foy Vance","62"
"507","0nJaMZM8paoA5HEUTUXPqi","Bear's Den","64"
"508","25mrbNwFzoqPWyYXLhiDRw","Alexi Murdoch","58"
"509","6xrCU6zdcSTsG2hLrojpmI","José González","69"
"510","0n94vC3S9c3mb2HyNAOcjg","The Head and the Heart","72"
"511","2BpAc5eK7Rz5GAwSp9UYXa","The Tallest Man On Earth","64"
"512","0XHM5ZNJDU8e4CfbWMeSzC","Roo Panes","63"
"513","6GFfu1alUSrL7qazImC160","Keaton Henson","63"
"514","3x8FbPjh2Qz55XMdE2Yalj","Nick Mulvey","61"
"515","46CitWgnWrvF9t70C2p1Me","Daughter","68"
"516","4tvKz56Tr39bkhcQUTO0Xr","Angus & Julia Stone","70"
"517","0j7wLGDwHdUSPLkxCH3GBQ","A Blaze of Feather","49"
"518","14r9dR01KeBLFfylVSKCZQ","Damien Rice","67"
"519","3Lw97gGh8bp1MftsYmwJHG","Luke Sital-Singh","58"
"520","2txHhyCwHjUEpJjWrEyqyX","Tom Odell","72"
"521","1Y8cdNmUJH7yBTd9yOvr5i","Destiny's Child","75"
"522","3AuMNF8rQAKOzjYppFNAoB","Kelly Rowland","70"
"523","3DiDSECUqqY1AuBP8qtaIa","Alicia Keys","78"
"524","5pKCCKE2ajJHZ9KAiaK11H","Rihanna","93"
"525","2NdeV5rLm47xAvogXrYhJX","Ciara","72"
"526","63wjoROpeh5f11Qm93UiJ1","Keri Hilson","67"
"527","31TPClRtHm23RisEBtV3X7","Justin Timberlake","83"
"528","4iHNK0tOyZPYnBU7nGAgpQ","Mariah Carey","76"
"529","1l7ZsJRRS8wlW3WfJfPfNS","Christina Aguilera","79"
"530","27FGXRNruFoOdf1vP8dqcH","Cassie","61"
"531","2DlGxzQSjYe5N6G9nkYghR","Jennifer Lopez","78"
"532","35GL8Cu2GKTcHzKGi75xl5","Jennifer Hudson","65"
"533","7bXgB6jMjp9ATFy66eO08Z","Chris Brown","89"
"534","6wPhSqRtPu1UhRCDX5yaDJ","The Pussycat Dolls","71"
"535","3r17AfJCCUqC9Lf0OAc73G","Fergie","72"
"536","0TImkz4nPqjegtVSMZnMRq","TLC","72"
"537","6XpaIBNiVzIetEPCWDvAFP","Whitney Houston","74"
"538","5rkVyNGXEgeUqKkB5ccK83","Ashanti","71"
"539","0IF46mUS8NXjgHabxk2MCM","Kelis","66"
"540","1XkoF8ryArs86LZvFOkbyr","Mary J. Blige","73"
"541","4A9xtvezlouTD7H0kyUje9","Twin Atlantic","53"
"542","58jeN5Whh7fhR67rE46qBt","Arcane Roots","43"
"543","5jcIIICg01zIq8InYieJ5w","Hundred Reasons","33"
"544","7sKlSlGo7d1D3dhFYKO0Y5","The Xcerts","33"
"545","0G5NNdD9Ndp8jacGzBSCDG","Marmaduke Duke","25"
"546","0AUkXuvc92Zd0E9qKbkfsy","Pulled Apart By Horses","37"
"547","75SjeTpGbsxZDpwPeVGERn","My Vitriol","29"
"548","1vrwXqSGdLsWtvIev4H0WH","Hell Is For Heroes","27"
"549","7jy3rLJdDQY21OgRLCZ9sD","Foo Fighters","79"
"550","4BntNFyiN3VGG4hhRRZt9d","The Subways","51"
"551","0Opj9xi9HHrH0L9uHAKnKm","Oceansize","34"
"552","3CI0BdDDxe6D21RmqTB5fn","Fightstar","45"
"553","4hZ1Rv9h9Hg7yykRW8d9Gw","Aereogramme","24"
"554","0ZZr6Y49NZWRJc0uCwqpMR","Feeder","54"
"555","5E2rtn57BM2WPjwak4kGd5","At The Drive In","58"
"556","3Ayl7mCk0nScecqOzvNp6s","Jimmy Eat World","69"
"557","6FQqZYVfTNQ1pCqfkwVFEa","Foals","70"
"558","4LdZNE5MHGqvc0N9ivXNF3","The Joy Formidable","45"
"559","3jOstUTkEu2JkjvRdBA5Gu","Weezer","74"
"560","02D1HyeAbPzPM5Mm5JAU1K","The Lucky Nine","9"
"561","0oQLexIBY9SlMhtbSIPFAO","The Alarm","47"
"562","6hN9F0iuULZYWXppob22Aj","Simple Minds","66"
"563","0WUphJOGHE5i95IeR87hsO","China Crisis","44"
"564","39afGThIZjTTMH5enuLXYI","The Icicle Works","33"
"565","6loBF9iQdE11WSX29fNKqY","Howard Jones","52"
"566","5jqKIZLB5WA5KquEihB3ND","Deacon Blue","50"
"567","2s79xe5F6eUQkjwjww27Fh","ABC","53"
"568","5PYuBRQMHh7nWmdV076sH9","Heaven 17","46"
"569","7sbwBqdkynNUDgiWU3TQ5J","Aztec Camera","44"
"570","07h7JMfYWswTq4qpinC5q4","Altered Images","38"
"571","0uAjBatvB4ubpd4kCfjmNt","A Flock Of Seagulls","58"
"572","3iUjRVvYCsMfz7tuAQtBDI","Ultravox","54"
"573","2vwI9jlKSgJbne3dlTzaLO","Skids","35"
"574","53RkHTcl0SJZjpzqogkBf4","The Fixx","46"
"575","2DppeCnNtvrLfEobq9Pw5r","Adam & The Ants","47"
"576","6juuiuCv8jRHZOcvP2BqKp","Lloyd Cole and the Commotions","45"
"577","3loflELg7MzgrOyNqERolN","The Style Council","51"
"578","5TnuP42pw475UrjjeabtwZ","The Waterboys","54"
"579","6Jrj26oAY96EEC2lqC6fua","Squeeze","52"
"580","7vPXrGlSGukcwpaPxUfKKR","Japan","44"
"581","43mhFhQ4JAknA7Ik1bOZuV","Pat Benatar","61"
"582","6DCIj8jNaNpBz8e5oKFPtp","The Cars","64"
"583","1eClJfHLoDI4rZe5HxzBFv","INXS","66"
"584","1LB8qB5BPb3MHQrfkvifXU","Cheap Trick","65"
"585","0lZoBs4Pzo7R89JM9lxwoT","Duran Duran","68"
"586","3Fz2GbraVXhcpXnoi2Oe1r","Billy Squier","56"
"587","69Mj3u4FTUrpyeGNSIaU6F","The J. Geils Band","59"
"588","5jVeqi3PNaTOajfvBa4uFn","Thompson Twins","57"
"589","4Tw2N3wdvJPGEU7JqMxFfE","Eddie Money","60"
"590","7A9yZMTrFZcgEWAX2kBfK6","Huey Lewis & The News","64"
"591","0f3EsoviYnRKTkmayI3cux","Men At Work","65"
"592","2CLVPk9FcywjClBcTvWPkT","Loverboy","56"
"593","0uAjBatvB4ubpd4kCfjmNt","A Flock Of Seagulls","58"
"594","530Sdm7eqqzWBdDmILMgnu","Robert Palmer","57"
"595","49DW3KvkyjHO35mK1JnSyS","The Cult","57"
"596","6hN9F0iuULZYWXppob22Aj","Simple Minds","66"
"597","34jw2BbxjoYalTp8cJFCPv","Heart","67"
"598","6kz53iCdBSqhQCZ21CoLcc","Culture Club","63"
"599","51l0uqRxGaczYr4271pVIC","The Bangles","63"
"600","7Bah8E0kCETqEpAHI6CPzQ","Mr. Mister","57"
"601","2kreKea2n96dXjcyAU9j5N","The Pointer Sisters","63"
"602","6rqU9HQ57NYGBnBzbrY3a4","Paul Young","57"
"603","32lVGr0fSRGT6okLKHiP68","Taylor Dayne","57"
"604","7bKupnlF7XOfR1En3K8oAL","Go West","53"
"605","0kObWap02DEg9EAJ3PBxzf","Starship","65"
"606","6zpPKMhpOoG646kJgZ7RKf","Johnny Hates Jazz","51"
"607","6kz53iCdBSqhQCZ21CoLcc","Culture Club","63"
"608","0gxyHStUsqpMadRV0Di1Qt","Rick Astley","64"
"609","7Bah8E0kCETqEpAHI6CPzQ","Mr. Mister","57"
"610","5lpH0xAS4fVfLkACg9DAuM","Wham!","66"
"611","2u0gw0uCWBMiqV7h0N8kai","Wet Wet Wet","53"
"612","3gMaNLQm7D9MornNILzdSl","Lionel Richie","69"
"613","1JpHKf8Ztyd8HXU8p6m9cc","Terence Trent D'Arby","55"
"614","2urZrEdsq72kx0UzfYN8Yv","Spandau Ballet","63"
"615","6gkWznnJkdkwRPVcmnrays","Sister Sledge","59"
"616","695W5F2Ih8dYahLdjVOIoH","Christopher Cross","61"
"617","5dcOK4stT4JDkP6Dqhbz5s","Sheena Easton","48"
"618","3sc7iUG1Wwpwx7bHeZolgx","Bananarama","59"
"619","3REpOYo13YkVj1dFzda12A","Shalamar","50"
"620","20p5D2KrE8CGuOjHtxsyTp","Fine Young Cannibals","59"
"621","568ZhdwyaiCyOGJRtNYhWf","Deep Purple","68"
"622","2tRsMl4eGxwoNabM08Dm4I","Judas Priest","66"
"623","4CYeVo5iZbtYGBN4Isc3n6","Dio","63"
"624","6ZLTlhejhndI4Rh53vYhrY","Ozzy Osbourne","70"
"625","1DFr97A9HnbV3SKTJFu62M","Motörhead","67"
"626","3EhbVgyfGd7HkpsagwL9GS","Alice Cooper","64"
"627","6SLAMfhOi7UJI0fMztaK0m","Rainbow","59"
"628","6mdiAmATAx73kdxrNrnlao","Iron Maiden","74"
"629","71vVmHeNgCVSa5SVmfvscU","Saxon","53"
"630","1Yox196W7bzVNZI7RBaPnf","Megadeth","69"
"631","3JDIAtVrJdQ7GFOX26LYpv","Accept","55"
"632","2Omy3P5hFZym7FKum1JA1s","UFO","54"
"633","00tVTdpEhQQw1bqdu8RCx2","Blue Öyster Cult","65"
"634","2Hkut4rAAyrQxRdof7FVJq","Rush","67"
"635","07XSN3sPlIlB2L2XNcTwJw","KISS","71"
"636","2cnMpRsOVqtPMfq7YiFE6K","Van Halen","72"
"637","36QJpDe2go2KgaRleHCDTp","Led Zeppelin","79"
"638","1IQ2e1buppatiN1bxUVkrk","Slayer","66"
"639","34c4iQ5tkaZKu6Sv28BTde","Danzig","57"
"640","3BVkDHWRvLJEyKdvhLbjsq","W.A.S.P.","57"
"641","2Y06xyHPovQ8DWLyVIpSJK","Israel Vibration","54"
"642","6qaKS0nzGP4hfjl4aFZmEU","Burning Spear","53"
"643","389zc5Rwe0MPcE6mSF4AjC","Bunny Wailer","52"
"644","55LyOQNIa9J8wX6y6eJfc0","Aswad","46"
"645","1vB5909auE9YUaTjQ7ZkTj","The Abyssinians","43"
"646","2ffhJMXvdEJFZISX76ccQL","Wailing Souls","46"
"647","5WcGRaGsl0b9sul7jVdDgc","Don Carlos","48"
"648","6UL7BodGc5iVmQGlMwHR0g","Steel Pulse","58"
"649","2MvXKrHantfY5wyPiCOo2k","Mighty Diamonds","43"
"650","4DbtUTi2WsBNdruAZL2pNz","Culture","52"
"651","6qfKnsgz1CwyqA7lTdieRJ","Third World","47"
"652","6EMWMUO2B9Nt39O7SXdZUw","Pablo Moses","38"
"653","6QHu71f8LLeT8n0GzfbYFc","Gregory Isaacs","59"
"654","6jJG408jz8VayohX86nuTt","Sly & Robbie","53"
"655","0nGxKkhmIzyu6bvuXrko1e","The Congos","45"
"656","3L5iYAziSDnuaHsSgbkcIP","The Gladiators","49"
"657","6xqlgBccdlxUh5DeJSx2ho","Eek-A-Mouse","53"
"658","0UmBaQJflaHddKtf1lrA6F","Dennis Brown","52"
"659","2ieAXAuLe6qQ3RJsqCxpoC","Horace Andy","46"
"660","129UGN7LRFtvMzCf0h2Y8s","The Twinkle Brothers","35"
"661","0DK7FqcaL3ks9TfFn9y1sD","Box Car Racer","53"
"662","3zxKH0qp3nBCuPZCZT5Vaf","Yellowcard","66"
"663","5ND0mGcL9SKSjWIjPd0xIb","Bowling For Soup","66"
"664","4ghjRm4M2vChDfTUycx0Ce","New Found Glory","66"
"665","0qT79UgT5tY4yudH9VfsdT","Sum 41","72"
"666","5aYyPjAsLj7UzANzdupwnS","Good Charlotte","68"
"667","7xklw3WodFZiNNmQt3DIgp","Angels & Airwaves","60"
"668","7gkRNHOOt7QfhhXf0rEnmj","+44","52"
"669","7oPftvlwr6VrsViSDV7fJY","Green Day","81"
"670","04RtvnUz0XrUbUZzOA8ZoW","Sugarcult","54"
"671","5LfGQac0EIXyAN8aUwmNAQ","The Offspring","76"
"672","3Ayl7mCk0nScecqOzvNp6s","Jimmy Eat World","69"
"673","1cSpfa4Un4NCOzeOKgGtG9","MxPx","51"
"674","3vAaWhdBR38Q02ohXqaNHT","The All-American Rejects","70"
"675","2p4FqHnazRucYQHyDCdBrJ","Simple Plan","70"
"676","20oQv3LStCKCjI9oQ0JNha","Less Than Jake","59"
"677","6SiyKSeJo6gcsS2NvuAbsl","zebrahead","53"
"678","0qqxspZOkbN00bu6DaRIrn","Four Year Strong","58"
"679","19zqV9DV3txjMUjHvltl2D","Motion City Soundtrack","59"
"680","1aEYCT7t18aM3VvM6y8oVR","Alkaline Trio","60"
"681","35YNL4wwv11ZkmeWWL51y7","We Are Scientists","52"
"682","6e9wIFWhBPHLE9bXK8gtBI","Editors","59"
"683","3WaJSfKnzc65VDgmj2zU8B","Interpol","66"
"684","0vW8z9pZMGCcRtGPGtyqiB","The Maccabees","58"
"685","048FBwXjFYBWxSggPDipic","Maximo Park","57"
"686","2qlAMLpUyBjZgnzuFXXZXI","Klaxons","57"
"687","6FQqZYVfTNQ1pCqfkwVFEa","Foals","70"
"688","4BntNFyiN3VGG4hhRRZt9d","The Subways","51"
"689","4fSPtBgFPZzygkY6MehwQ7","The Libertines","62"
"690","2bcrMsFlF632EQ6VZERWFu","The Bravery","55"
"691","51Eq6WMVEOjjx9KQMAnneG","The Cribs","54"
"692","3TBfn8PtXr42OrTPaoC3E8","The Futureheads","45"
"693","0LbLWjaweRbO4FDKYlbfNt","Kaiser Chiefs","64"
"694","0XNa1vTidXlvJ2gHSsRi4A","Franz Ferdinand","68"
"695","6ssXMmc5EOUrauZxirM910","White Lies","60"
"696","450iujbtN6XgiA9pv6fVZz","Razorlight","61"
"697","09K1H1DgyIXHsMx2j7KTFX","Mystery Jets","52"
"698","14Gi3Uph96lpNB3utkoVAD","Hard-FI","56"
"699","7FPkZue0zzjHaOPJb4WCw3","The Pigeon Detectives","52"
"700","7mDQwcnDUGuSoggxbUtVc1","The Rakes","39"
"701","3gdbcIdNypBsYNu3iiCjtN","The B-52's","60"
"702","2mG8HHQ9S9kcbjcrb5N1FE","The Go-Go's","51"
"703","51l0uqRxGaczYr4271pVIC","The Bangles","63"
"704","0GByy3DcfbQwDvXGCWmzv9","Pretenders","60"
"705","0RUEHcBiENFEqxgicqS2ig","The Stranglers","57"
"706","1aX2dmV8XoHYCOQRxjPESG","The Human League","62"
"707","43mhFhQ4JAknA7Ik1bOZuV","Pat Benatar","61"
"708","0UKfenbZb15sqhfPC6zbt3","DEVO","55"
"709","3fhOTtm0LBJ3Ojn4hIljLo","Roxy Music","59"
"710","2x9SpqnPi8rlE9pjHBwmSC","Talking Heads","68"
"711","6kz53iCdBSqhQCZ21CoLcc","Culture Club","63"
"712","2DxlS3lTLFIq70S7ap5H3y","Buzzcocks","53"
"713","2WRStKp4ihGVUzlzWfv1Qt","The Undertones","49"
"714","3iUjRVvYCsMfz7tuAQtBDI","Ultravox","54"
"715","2DppeCnNtvrLfEobq9Pw5r","Adam & The Ants","47"
"716","0NKDgy9j66h3DLnN8qu1bB","Eurythmics","69"
"717","73a6pNH4YtLNgDbPQwXveo","Kim Wilde","55"
"718","6aq8T2RcspxVOGgMrTzjWc","Soft Cell","62"
"719","0vYkHhJ48Bs3jWcvZXvOrP","Patti Smith","58"
"720","3sc7iUG1Wwpwx7bHeZolgx","Bananarama","59"
"721","0sHeX8oQ6o7xic3wMf4NBU","Supergrass","59"
"722","36E7oYfz3LLRto6l2WmDcD","Pulp","61"
"723","2uH0RyPcX7fnCcT90HFDQX","Manic Street Preachers","58"
"724","2cGwlqi3k18jFpUyTrsR84","The Verve","68"
"725","5fScAXreYFnuqwOgBsJgSd","The Charlatans","56"
"726","1lYT0A0LV5DUfxr6doRP3d","The Stone Roses","64"
"727","3wury2nd8idV4GecUg5xze","Primal Scream","57"
"728","5vIOGcdmx1eIkq3ZtuS12U","Ocean Colour Scene","53"
"729","339DNkQkuhHKEcHw6oK8f0","Happy Mondays","52"
"730","6PHIK3kjWggLtVygsOtpqS","Suede","53"
"731","0LVrQUinPUBFvVD5pLqmWY","Doves","53"
"732","0qLNsNKm8bQcMoRFkR8Hmh","James","60"
"733","0O98jlCaPzvsoei6U5jfEL","Damon Albarn","52"
"734","1HGTHrRQkw0BtevSo1jucU","Richard Ashcroft","53"
"735","5yBDILLJyNFAjFpECkk7ys","Beady Eye","48"
"736","4fSPtBgFPZzygkY6MehwQ7","The Libertines","62"
"737","3s398TKZNahAURRacx7oIT","Ian Brown","49"
"738","2evydP72Z45DouM4uMGsIE","Ash","49"
"739","6OiHleP2bHM18dXq4aZQWt","The Coral","58"
"740","6bGcpvHbRHg8s0wiNyIZK1","Kula Shaker","47"
"741","0vW8z9pZMGCcRtGPGtyqiB","The Maccabees","58"
"742","6FQqZYVfTNQ1pCqfkwVFEa","Foals","70"
"743","09K1H1DgyIXHsMx2j7KTFX","Mystery Jets","52"
"744","5ERkupmHea6uS0nwKr2zcz","Darwin Deez","49"
"745","1HOeqtP7tHkKNJNLzQ2tnr","Everything Everything","55"
"746","7cfhZmKaLWzNLwHDxzugUH","Little Comets","50"
"747","3mZqziCJj4pq3P2VBpmK6p","Friendly Fires","53"
"748","0Ak6DLKHtpR6TEEnmcorKA","The Vaccines","62"
"749","51Eq6WMVEOjjx9KQMAnneG","The Cribs","54"
"750","3Rsr4Z96O6U3lToOiV3zBh","Jamie T","62"
"751","3MM8mtgFzaEJsqbjZBSsHJ","Bloc Party","64"
"752","3wyfo3svXNWnszGAEVey11","Tokyo Police Club","54"
"753","0Ya43ZKWHTKkAbkoJJkwIB","The Wombats","68"
"754","7FPkZue0zzjHaOPJb4WCw3","The Pigeon Detectives","52"
"755","4zrFO6P7G6EZry0pfxMfKT","Wild Beasts","52"
"756","0p5axeJsbtTCXBrRVoKjwu","The Drums","59"
"757","35YNL4wwv11ZkmeWWL51y7","We Are Scientists","52"
"758","536BYVgOnRky0xjsPT96zl","Two Door Cinema Club","75"
"759","6hl5k4gLl1p3sjhHcb57t2","Circa Waves","61"
"760","0aeLcja6hKzb7Uz2ou7ulP","Noah And The Whale","60"
"761","4M5nCE77Qaxayuhp3fVn4V","Iron & Wine","70"
"762","2cCUtGK9sDU2EoElnk0GNB","The National","71"
"763","2BpAc5eK7Rz5GAwSp9UYXa","The Tallest Man On Earth","64"
"764","4EVpmkEwrLYEg6jIsiPMIb","Fleet Foxes","69"
"765","6gAtOqhriLzOzb3Qqmg5kO","Volcano Choir","54"
"766","4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","69"
"767","7FDlvgcodNfC0IBdWevl4u","James Vincent McMorrow","70"
"768","2LSJrlndCuTpdEluvYHc2E","S. Carey","53"
"769","6xrCU6zdcSTsG2hLrojpmI","José González","69"
"770","5sXaGoRLSpd7VeyZrLkKwt","Gregory Alan Isakov","66"
"771","6qiGjRyN7TJ1GA2nXF68Hi","Blind Pilot","58"
"772","75dQReiBOHN37fQgWQrIAJ","Local Natives","69"
"773","0n94vC3S9c3mb2HyNAOcjg","The Head and the Heart","72"
"774","25mrbNwFzoqPWyYXLhiDRw","Alexi Murdoch","58"
"775","57kIMCLPgkzQlXjblX7XXP","Phosphorescent","57"
"776","5o8Wylae9k23IEJMIiwd8s","The Antlers","54"
"777","0OdUWJ0sBjDrqHygGUXeCF","Band of Horses","67"
"778","7D5oTJSXSHf51auG0106CQ","Benjamin Francis Leftwich","66"
"779","2Jv5eshHtLycR6R8KQCdc4","Grizzly Bear","66"
"780","5schNIzWdI9gJ1QRK8SBnc","Ben Howard","73"
"781","6h2bWHWTJL38N8dqocVaif","Jon Bon Jovi","54"
"782","6H1RjVyNruCmrBEWRbD0VZ","Def Leppard","67"
"783","4opTS86dN9uO313J9CE8xg","Skid Row","61"
"784","1fBCIkoPOPCDLUxGuWNvyo","Poison","63"
"785","7HLvzuM9p11k9lUQfSM4Rq","Warrant","59"
"786","0cc6vw3VN8YlIcvr1v7tBL","Mötley Crüe","68"
"787","3UbyYnvNIT5DFXU4WgiGpP","Whitesnake","65"
"788","7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","76"
"789","7Js6Lde8thlIHXggv2SCBz","Europe","64"
